0,0.27241,7.7772,7.7772
0.040528,-0.040861,7.8589,7.8589
0.070069,-0.53119,7.5048,7.5048
0.10007,-0.50395,6.8238,6.8238
0.12998,-0.72188,6.9328,6.9328
0.15997,-0.53119,6.3607,6.3607
0.18997,-1.3076,6.7012,6.7012
0.21997,-1.185,6.6331,6.6331
0.25,-0.65378,6.2109,6.2109
0.27994,-0.50395,6.5922,6.5922
0.30991,-0.46309,6.6604,6.6604
0.33994,0.19068,6.4016,6.4016
0.36987,0.38137,5.5571,5.5571
0.40003,-0.081722,6.4424,6.4424
0.43002,-0.61292,6.279,6.279
0.45999,0.31327,5.7886,5.7886
0.48996,0.14982,6.0474,6.0474
0.51993,-0.040861,6.2109,6.2109
0.5509,-1.076,7.1234,7.1234
0.57996,-0.84446,6.3198,6.3198
0.60989,-0.34051,6.17,6.17
0.63989,-0.76274,6.2381,6.2381
0.67004,-0.38137,6.17,6.17
0.70007,0.38137,5.598,5.598
0.73001,0.92618,5.6661,5.6661
0.75995,-1.2667,6.4016,6.4016
0.79001,-0.50395,6.2381,6.2381
0.82001,0.34051,5.6252,5.6252
0.84991,0.31327,5.7886,5.7886
0.87994,0.88532,5.9793,5.9793
0.91004,1.3076,6.5514,6.5514
0.94,1.5391,7.0826,7.0826
0.97,1.3757,7.5048,7.5048
1.0005,1.2667,7.2733,7.2733
1.0299,1.6889,6.9736,6.9736
1.0606,0.88532,7.4367,7.4367
1.09,0.84446,7.2733,7.2733
1.12,1.3076,7.0145,7.0145
1.1499,0.57205,7.464,7.464
1.1804,-0.10896,8.1586,8.1586
1.21,0.34051,7.927,7.927
1.2513,1.2258,4.8625,4.8625
1.2999,0.99429,6.3198,6.3198
1.33,1.4982,6.5105,6.5105
1.3601,1.8796,7.2052,7.2052
1.4038,1.2667,7.9679,7.9679
1.4399,1.757,7.5457,7.5457
1.5102,1.3076,7.5457,7.5457
1.5505,1.5663,7.5865,7.5865
1.5807,2.1112,7.8589,7.8589
1.61,1.7979,7.2052,7.2052
1.6402,2.1793,6.9328,6.9328
1.6702,2.7922,7.5048,7.5048
1.7009,3.2553,8.2812,8.2812
1.7303,3.337,8.0088,8.0088
1.7603,3.7184,7.2052,7.2052
1.7977,3.7592,7.4367,7.4367
1.8402,4.3313,9.0439,9.0439
1.8709,4.2087,8.7306,8.7306
1.9003,3.7184,8.3901,8.3901
1.9301,3.8682,8.9213,8.9213
1.9601,6.3607,8.5808,8.5808
1.9901,6.17,2.7922,2.7922
2.0202,2.9829,10.311,10.311
2.0508,3.2961,9.1937,9.1937
2.0803,3.6775,9.4661,9.4661
2.1109,3.909,10.61,10.61
2.1402,4.3313,11.455,11.455
2.2502,0.8036,7.9679,7.9679
2.2809,1.076,6.7829,6.7829
2.3101,0.8036,5.094,5.094
2.3402,0.081722,4.9442,4.9442
2.3702,-0.72188,6.17,6.17
2.4032,-1.2258,7.8589,7.8589
2.4581,-0.91256,12.49,12.49
2.4906,-0,15.854,15.854
2.5301,-0.91256,15.473,15.473
2.5606,-1.4982,15.323,15.323
2.5905,-0.76274,12.79,12.79
2.6202,-0.38137,9.3027,9.3027
2.6502,-0,6.4697,6.4697
2.6803,0.27241,5.3256,5.3256
2.7102,0.42223,5.3256,5.3256
2.7402,0.92618,5.9793,5.9793
2.7702,0.27241,6.3198,6.3198
2.8003,-0.53119,5.7069,5.7069
2.8302,-0.57205,5.9385,5.9385
