0,-1.3076,5.8976,7.927
0.029999,-1.3348,5.8295,8.4991
0.060516,-1.6481,5.9793,7.8181
0.090454,-1.757,5.7886,7.0553
0.12012,-2.1112,5.8976,7.0145
0.15005,-1.7979,6.0202,7.7364
0.17999,-1.3757,6.0202,8.1995
0.21149,-1.4574,6.2109,7.355
0.24005,-1.4574,6.2381,7.3958
0.26999,-1.185,5.7886,7.5865
0.29999,-1.3348,5.8295,6.851
0.33011,-0.65378,5.4754,7.8862
0.36008,-0.76274,5.4345,7.7364
0.39011,-0.84446,6.5922,7.6274
0.42004,-0.53119,6.2109,7.355
0.45007,-0.57205,6.17,7.3958
0.48004,-0.57205,6.2381,7.1643
0.5101,0.081722,6.0474,8.1586
0.54001,-0.69464,6.3607,8.4719
0.57004,-0.19068,5.0531,7.0826
0.60007,0.69464,4.3994,7.2733
0.63034,-0.84446,5.9793,6.4016
0.66013,-1.5663,6.279,6.4016
0.69012,-0.57205,5.4754,6.5922
0.72003,-1.2258,7.0553,8.4991
0.75006,-0.29965,6.3198,8.4719
0.78006,-0.19068,7.3958,7.5865
0.81003,-0.53119,6.7421,7.464
0.83997,-0.50395,6.17,7.8181
0.87109,-0.69464,6.4016,7.4367
0.90012,-0.72188,6.7421,7.1234
0.93012,-0.53119,6.9328,6.7829
0.96005,-0.27241,5.9793,7.2733
0.99005,-0.42223,5.7069,7.464
1.0202,-0.50395,5.7069,7.6274
1.0501,-0.8036,6.0883,7.3958
1.0804,-0.8036,6.1292,7.1234
1.1101,-0.76274,5.8567,7.5457
1.1402,-0.88532,5.8295,7.7364
1.1701,-1.076,5.9793,7.464
1.2,-0.95342,6.0883,7.6955
1.2301,-0.76274,6.1292,8.0496
1.26,-0.88532,5.8976,7.5457
1.29,-0.99429,5.7478,7.0553
1.3201,-0.84446,5.7886,7.464
1.3501,-0.84446,5.9385,7.3958
1.3801,-1.1441,6.1292,6.9736
1.4101,-1.2258,6.2381,7.0826
1.44,-1.3757,6.2109,7.1234
1.4701,-1.4574,6.1292,7.2733
1.5002,-1.4165,6.0202,7.3958
1.5301,-1.4165,6.0883,7.464
1.56,-1.4165,6.2381,7.246
1.59,-1.5663,6.4016,6.7829
1.62,-1.4574,6.17,6.851
1.6501,-1.185,5.3256,7.2052
1.6801,-0.72188,6.2109,7.246
1.7101,-1.6481,7.6274,6.1292
1.7412,-0.84446,6.4424,7.0553
1.77,-0.72188,5.1349,8.0088
1.8001,-1.3348,4.8625,8.8941
1.83,-2.2201,8.3901,6.7421
1.86,-2.261,7.0145,6.8919
1.8903,-1.9477,7.246,6.3607
1.9403,-0.69464,5.8976,8.54
1.98,0.27241,5.2438,7.927
2.0101,-0.14982,4.7944,6.9328
2.04,-0.42223,5.3256,6.5922
2.0704,-0.27241,5.8567,6.7012
2.11,-0.65378,6.2109,6.5514
2.14,0.61292,5.6252,7.6274
2.2128,0.38137,6.1292,7.0553
2.2617,0.69464,7.927,7.1643
2.2903,0.14982,6.1292,7.355
2.3204,0.57205,4.9442,6.5105
2.3502,-0.23155,5.2166,6.4016
2.3847,0.27241,4.6718,6.7421
2.4203,0.23155,4.9033,6.2381
2.4605,1.5391,7.355,5.2438
2.4903,1.8796,9.112,5.2438
2.5203,2.5334,8.8941,6.1292
2.5501,2.4517,6.4016,5.1349
2.5803,1.6481,7.0826,4.7535
2.6102,1.9205,8.2812,4.2904
2.6401,1.9205,8.6898,5.5162
2.6702,1.5663,14.369,5.8295
2.7002,2.7649,8.3901,5.7886
2.7302,1.9886,8.431,6.279
2.7602,1.9477,8.0496,5.8295
2.7908,2.3427,7.1643,5.5162
2.8404,1.4574,6.5922,6.17
2.8702,-0.34051,5.5571,6.3198
2.9002,-1.2667,5.2438,6.8919
2.9303,-4.1814,4.522,7.1234
2.9603,-2.5334,4.7944,6.7421
2.9904,-5.2438,6.4697,6.279
3.0203,-5.8567,7.6955,7.0553
3.0503,-3.337,6.0883,10.147
3.0803,-5.3256,4.985,8.0088
3.1103,-7.464,4.4811,8.6217
3.1405,-7.6955,4.522,9.0848
3.1705,-6.6604,4.6718,8.0088
3.2003,-9.9156,5.0123,7.5457
3.2305,-9.0439,4.9442,7.8181
3.2603,-7.1234,3.8682,8.3084
3.4219,-2.7922,7.0826,-0.040861
3.4601,-1.0351,9.1937,0.14982
3.4903,-2.5334,10.338,-0.14982
3.5627,-3.9771,10.079,-0.23155
3.6111,-0.57205,9.1937,-1.4165
3.6422,-0.34051,8.7715,0.50395
3.6803,-1.8796,5.8295,-1.6889
3.7126,-2.6423,5.0531,-1.7979
3.7805,-2.0294,6.7421,-1.9205
3.8104,-1.8796,8.7715,-1.185
3.8403,-2.4108,9.2755,-1.2667
3.8803,-3.0646,10.038,-1.8387
3.9103,-3.0237,11.455,-2.3699
3.9402,-2.4925,12.177,-1.8387
3.9704,-2.3699,13.144,-2.1112
4.0005,-1.4165,13.293,-3.2961
4.0304,-0,11.605,-3.5958
4.0622,1.2258,9.3027,-3.7865
4.1003,2.7922,7.9679,-3.5958
4.1384,2.261,9.5751,-1.4165
4.1703,-0.91256,9.5751,-2.5334
4.2001,-2.1384,7.927,-2.5606
4.2303,-1.8387,7.0553,-1.5255
4.2602,-0.29965,6.9328,-1.2258
4.2903,0.50395,7.5457,-0.8036
4.3203,0.31327,7.927,-0.65378
4.3503,-0.42223,7.927,-0.91256
4.3803,-0.88532,8.1177,-0.76274
4.4104,-1.3348,8.4991,0.040861
4.4403,-1.7298,9.003,-0.040861
4.4703,-1.8387,9.5751,-1.076
4.5003,-1.8387,10.27,-1.3757
4.5302,-1.9886,11.305,-1.076
4.5603,-2.9556,12.408,-1.6889
4.5902,-3.1735,13.566,-3.4051
4.6203,-2.1384,13.062,-3.7592
4.6504,-1.6481,10.883,-3.5685
4.6803,-1.8796,8.7306,-3.5277
4.7118,-2.1112,7.6955,-4.0589
4.7402,-2.4517,7.9679,-4.985
4.7703,-1.9886,8.431,-5.1349
4.8001,-0.72188,8.5808,-3.909
4.8303,0.31327,8.6217,0.31327
4.8602,-0.29965,8.0496,0.65378
4.8903,-1.9205,5.9793,-1.9477
4.9203,-3.0237,5.6252,-2.4108
4.9503,-2.5334,6.851,-2.0703
4.9908,-1.3076,8.0496,-1.9886
5.0204,-1.6481,8.8941,-1.3076
5.0703,-3.0646,10.079,-1.4574
5.1002,-3.0646,11.264,-2.1793
5.1303,-2.4925,11.686,-1.9886
5.1603,-2.4925,12.367,-1.7979
5.1902,-1.757,13.375,-3.337
5.2202,-0.040861,12.721,-3.5277
5.2503,1.0351,10.188,-3.7592
5.2811,2.152,8.1995,-4.2495
5.3102,3.1463,8.8124,-3.8682
5.3403,2.0294,10.42,-0.8036
5.3703,-0.42223,10.188,-1.5255
5.4003,-1.8387,8.0088,-2.7922
5.4302,-2.4108,6.5922,-1.8796
5.4603,-1.2667,6.0474,-1.3076
5.4903,-0,6.6604,-1.2667
5.5204,0.27241,7.3958,-0.61292
5.5503,-0.14982,8.0496,-0.61292
5.5803,-0.69464,8.8124,-0.38137
5.6103,-1.2667,9.3027,0.081722
5.6401,-1.5255,9.7249,-0.10896
5.6703,-1.5663,10.27,-0.91256
5.7013,-1.4165,11.114,-1.2667
5.7402,-1.8387,11.918,-0.76274
5.7703,-3.4459,12.98,-2.833
5.8003,-2.9556,12.681,-4.2904
5.8303,-2.0294,10.379,-3.8273
5.8606,-1.9477,8.431,-3.7865
5.8903,-2.5334,7.8181,-4.2904
5.9202,-3.1054,8.4719,-4.7944
5.9502,-2.833,8.8124,-4.522
5.9803,-1.5663,8.54,-3.7592
6.0103,-0.57205,8.0496,-2.8739
6.0402,-0.34051,7.7364,-0.72188
6.0702,-1.076,7.0826,-1.1441
6.1003,-2.0294,6.2381,-2.5606
6.1302,-2.3427,6.6604,-2.3018
6.1602,-1.9205,7.6274,-1.9886
6.1902,-1.757,8.3084,-2.4108
6.2203,-2.1384,8.8532,-1.7979
6.2504,-2.6015,9.5751,-1.5255
6.2803,-2.833,10.229,-2.261
6.3103,-2.6423,10.951,-2.3018
6.3403,-2.6015,11.645,-2.0703
6.3703,-2.7513,13.184,-3.5958
6.4001,-1.076,13.375,-4.018
6.4303,0.57205,10.27,-3.2961
6.4602,1.5663,7.8589,-3.7865
6.4903,2.4108,8.6217,-4.5901
6.5202,1.9205,10.27,-3.2553
6.5502,-0.34051,10.501,-1.0351
6.5803,-1.6072,8.9622,-2.6423
6.6104,-2.3018,7.4367,-2.1793
6.6402,-1.7298,6.8238,-1.1169
6.6703,-0.53119,6.7829,-0.99429
6.7003,-0.040861,7.0553,-0.91256
6.7303,-0.14982,7.6955,-0.65378
6.7603,-0.72188,8.2403,-0.27241
6.7903,-1.4574,8.6217,0.19068
6.8202,-1.8796,9.0439,0.19068
6.8503,-1.757,9.616,-0.61292
6.8803,-1.5255,10.501,-1.2667
6.9103,-1.3757,11.455,-1.0351
6.9402,-2.5334,12.49,-0.69464
6.9704,-3.1735,13.443,-2.9556
7.0002,-1.8796,12.108,-4.5628
7.0302,-1.5255,9.7249,-3.7184
7.0603,-2.3427,8.2812,-3.337
7.0903,-2.9829,8.0496,-4.1814
7.1203,-3.2961,8.7715,-5.1349
7.1501,-2.0703,8.9213,-4.6718
7.1803,-0.38137,8.8532,-1.9477
7.2103,0.081722,9.0439,0.19068
7.2402,-1.1441,7.2733,-1.6889
7.2703,-2.5334,5.8295,-2.3699
7.3004,-2.6015,6.4424,-2.2201
7.3303,-1.6889,7.7772,-1.9886
7.3601,-1.3757,8.5808,-1.6072
7.3903,-1.8387,8.8941,-1.3076
7.4202,-2.1793,9.0439,-1.4574
7.4503,-2.261,9.5751,-1.9886
7.4803,-2.2201,10.46,-2.0703
7.5103,-2.2201,11.114,-1.6889
7.5402,-2.5334,12.108,-1.757
7.5702,-2.261,13.825,-3.0237
7.6003,-0.50395,12.599,-3.0237
7.6304,0.61292,9.3027,-3.0646
7.6603,1.6481,7.3958,-3.5277
7.6903,1.9205,8.5808,-4.0997
7.7202,0.38137,10.311,-1.7979
7.7503,-2.0703,10.188,-0.53119
7.7802,-2.3699,8.0496,-2.1793
7.8103,-1.757,6.7421,-1.5663
7.8403,-0.65378,6.7421,-1.1441
7.8703,-0.42223,7.5457,-1.2258
7.9003,-0.61292,8.0496,-0.95342
7.9301,-0.88532,8.2403,-0.65378
7.9601,-1.1169,8.6625,-0.42223
